speaker,trial,target_colour_textgrid,target_name_textgrid,colour_start,colour_end,colour_dur,item_start,item_end,item_dur,condition,typicality,target_name,target_colour,competitor_name,competitor_colour,distractor1_name,distractor1_colour,distractor2_name,distractor2_colour,object_en,colour_en,typ_mean,typ_sd,typ_median
AL,4,orangen,kartoffeln,15.3104,15.7604,0.45000000000000107,15.7604,16.2504,0.48999999999999844,NF,medium,Kartoffeln,orange,Waescheklammer,orange,Avokado,gelb,Zucchini,gruen,potatoes,orange,38.851485148514854,33.05370966733201,31
AL,6,braunen,walnuss,23.0002,23.3102,0.3099999999999987,23.3102,23.7502,0.4400000000000013,NF,typical,Walnuss,braun,Waescheklammer,braun,Zucchini,gruen,Avokado,gelb,walnut,brown,97.45544554455444,11.250355329922026,100
AL,10,orangen,mandarine,39.0026,39.2726,0.269999999999996,39.2726,39.8826,0.6099999999999994,NF,typical,Mandarine,orange,Socken,orange,Sonnenbrille,braun,Aubergine,gelb,mandarine,orange,98.70297029702972,4.731901424280615,100
AL,13,braunen,paprika,49.6811,49.9511,0.269999999999996,49.9511,50.3911,0.44000000000000483,NF,atypical,Paprika,braun,Sonnenbrille,braun,Bueroklammer,gelb,Socken,rot,pepper,brown,7.772277227722772,16.440730633471745,0
AL,17,roten,aprikose,65.1621,65.4921,0.3299999999999983,65.4921,66.0621,0.5700000000000074,NF,medium,Aprikose,rot,Socken,rot,Bueroklammer,gruen,Bueroklammer,gelb,apricot,red,33.148514851485146,32.654061351878994,25
AL,19,gruenen,moehre,72.9333,73.2133,0.28000000000000114,73.2133,73.5533,0.3399999999999892,NF,atypical,Moehre,gruen,Bueroklammer,gruen,Socken,orange,Zucchini,rot,carrots,green,3.99009900990099,13.916533368267366,0
AL,24,gelben,kirsche,91.6787,91.9187,0.23999999999999488,91.9187,92.3687,0.45000000000000284,NF,atypical,Kirsche,gelb,Sonnenbrille,gelb,Birne,rot,Socken,orange,cherry,yellow,1.386138613861386,3.9848972308698327,0
AL,25,roten,erdbeere,95.2012,95.4712,0.269999999999996,95.4712,95.9112,0.4399999999999977,NF,typical,Erdbeere,rot,Waescheklammer,rot,Socken,gelb,Aubergine,gruen,strawberry,red,99.35643564356435,2.7150843759111485,100
AL,29,braunen,banane,111.5387,111.8587,0.3199999999999932,111.8587,112.2887,0.4300000000000068,NF,medium,Banane,braun,Bueroklammer,braun,Socken,rot,Avokado,rot,banana,brown,27.643564356435643,28.333225781197537,22
AL,31,orangen,trauben,118.7012,119.0712,0.37000000000000455,119.0712,119.4112,0.3399999999999892,NF,atypical,Trauben,orange,Bueroklammer,orange,Zucchini,rot,Birne,rot,grapes,orange,5.871287128712871,14.374048397258605,0
AL,33,gruenen,bohnen,126.259,126.529,0.269999999999996,126.529,126.819,0.29000000000000625,NF,typical,Bohnen,gruen,Sonnenbrille,gruen,Bueroklammer,orange,Socken,braun,beans,green,96.81188118811882,7.065002294815097,100
AL,35,roten,gurke,134.9383,135.2283,0.28999999999999204,135.2283,135.5583,0.3300000000000125,NF,atypical,Gurke,rot,Bueroklammer,rot,Socken,braun,Socken,gelb,cucumber,red,0.8316831683168316,3.4498385670367044,0
AL,39,orangen,kartoffeln,150.6116,151.0416,0.4299999999999784,151.0416,151.5016,0.46000000000000796,NF,medium,Kartoffeln,orange,Waescheklammer,orange,Avokado,gelb,Zucchini,gruen,potatoes,orange,38.851485148514854,33.05370966733201,31
AL,41,braunen,walnuss,158.8464,159.1564,0.3100000000000023,159.1564,159.5164,0.36000000000001364,NF,typical,Walnuss,braun,Waescheklammer,braun,Zucchini,gruen,Avokado,gelb,walnut,brown,97.45544554455444,11.250355329922026,100
AL,45,orangen,mandarine,175.4445,175.8045,0.3599999999999852,175.8045,176.3845,0.5800000000000125,NF,typical,Mandarine,orange,Socken,orange,Sonnenbrille,braun,Aubergine,gelb,mandarine,orange,98.70297029702972,4.731901424280615,100
AL,48,braunen,paprika,184.8467,185.1067,0.2599999999999909,185.1067,185.5367,0.4300000000000068,NF,atypical,Paprika,braun,Sonnenbrille,braun,Bueroklammer,gelb,Socken,rot,pepper,brown,7.772277227722772,16.440730633471745,0
AL,49,gelben,zitrone,187.5321,187.8021,0.2699999999999818,187.8021,188.2721,0.46999999999999886,NF,typical,Zitrone,gelb,Socken,gelb,Avokado,rot,Bueroklammer,gruen,lemon,yellow,99.6039603960396,2.3794083631053837,100
AL,52,roten,aprikose,197.5502,197.8002,0.25,197.8002,198.3302,0.5300000000000011,NF,medium,Aprikose,rot,Socken,rot,Bueroklammer,gruen,Bueroklammer,gelb,apricot,red,33.148514851485146,32.654061351878994,25
AL,54,gruenen,moehre,203.6783,203.9483,0.2699999999999818,203.9483,204.3183,0.37000000000000455,NF,atypical,Moehre,gruen,Bueroklammer,gruen,Socken,orange,Zucchini,rot,carrots,green,3.99009900990099,13.916533368267366,0
AL,59,gelben,kirsche,218.9789,219.2389,0.2599999999999909,219.2389,219.6689,0.4300000000000068,NF,atypical,Kirsche,gelb,Sonnenbrille,gelb,Birne,rot,Socken,orange,cherry,yellow,1.386138613861386,3.9848972308698327,0
AL,60,roten,erdbeere,221.7815,222.0615,0.28000000000000114,222.0615,222.5115,0.45000000000001705,NF,typical,Erdbeere,rot,Waescheklammer,rot,Socken,gelb,Aubergine,gruen,strawberry,red,99.35643564356435,2.7150843759111485,100
AL,62,gruenen,tomate,228.0733,228.2533,0.18000000000000682,228.2533,228.6633,0.4099999999999966,NF,medium,Tomate,gruen,Socken,gruen,Aubergine,gelb,Sonnenbrille,braun,tomato,green,25.99009900990099,28.510522636214493,18
AL,64,braunen,banane,234.0334,234.3334,0.30000000000001137,234.3334,234.7334,0.39999999999997726,NF,medium,Banane,braun,Bueroklammer,braun,Socken,rot,Avokado,rot,banana,brown,27.643564356435643,28.333225781197537,22
AL,66,orangen,trauben,240.3152,240.7352,0.4199999999999875,240.7352,241.1152,0.37999999999999545,NF,atypical,Trauben,orange,Bueroklammer,orange,Zucchini,rot,Birne,rot,grapes,orange,5.871287128712871,14.374048397258605,0
AL,68,gruenen,bohnen,246.3353,246.6153,0.28000000000000114,246.6153,246.9453,0.3300000000000125,NF,typical,Bohnen,gruen,Sonnenbrille,gruen,Bueroklammer,orange,Socken,braun,beans,green,96.81188118811882,7.065002294815097,100
AL,70,roten,gurke,253.0635,253.3535,0.28999999999999204,253.3535,253.7035,0.3499999999999943,NF,atypical,Gurke,rot,Bueroklammer,rot,Socken,braun,Socken,gelb,cucumber,red,0.8316831683168316,3.4498385670367044,0
AS,1,roten,aprikose,1.95,2.35,0.40000000000000013,2.35,3.03,0.6799999999999997,NF,medium,Aprikose,rot,Bueroklammer,rot,Sonnenbrille,orange,Socken,braun,apricot,red,33.148514851485146,32.654061351878994,25
AS,3,roten,erdbeere,13.018,13.378,0.35999999999999943,13.378,13.978,0.5999999999999996,NF,typical,Erdbeere,rot,Socken,rot,Bueroklammer,orange,Sonnenbrille,orange,strawberry,red,99.35643564356435,2.7150843759111485,100
AS,7,gelben,zitrone,42.344,42.694,0.3500000000000014,42.694,43.244,0.5499999999999972,NF,typical,Zitrone,gelb,Sonnenbrille,gelb,Socken,orange,Bueroklammer,rot,lemon,yellow,99.6039603960396,2.3794083631053837,100
AS,9,braunen,banane,53.5349,54.0549,0.5200000000000031,54.0549,54.5349,0.4799999999999969,NF,medium,Banane,braun,Bueroklammer,braun,Birne,gruen,Avokado,gruen,banana,brown,27.643564356435643,28.333225781197537,22
AS,11,orangen,kartoffeln,65.0595,65.6595,0.5999999999999943,65.6595,66.2495,0.5900000000000034,NF,medium,Kartoffeln,orange,Bueroklammer,orange,Socken,braun,Birne,rot,potatoes,orange,38.851485148514854,33.05370966733201,31
AS,14,gruenen,bohnen,82.0243,82.4843,0.46000000000000796,82.4843,82.8743,0.39000000000000057,NF,typical,Bohnen,gruen,Sonnenbrille,gruen,Avokado,gelb,Waescheklammer,orange,beans,green,96.81188118811882,7.065002294815097,100
AS,15,orangen,mandarine,85.6689,86.2389,0.5700000000000074,86.2389,86.8589,0.6200000000000045,NF,typical,Mandarine,orange,Socken,orange,Waescheklammer,gelb,Aubergine,gelb,mandarine,orange,98.70297029702972,4.731901424280615,100
AS,17,gruenen,tomate,96.0171,96.4171,0.4000000000000057,96.4171,96.9371,0.519999999999996,NF,medium,Tomate,gruen,Bueroklammer,gruen,Waescheklammer,orange,Avokado,gelb,tomato,green,25.99009900990099,28.510522636214493,18
AS,19,roten,gurke,106.193,106.583,0.39000000000000057,106.583,106.963,0.37999999999999545,NF,atypical,Gurke,rot,Waescheklammer,rot,Aubergine,gelb,Bueroklammer,gruen,cucumber,red,0.8316831683168316,3.4498385670367044,0
AS,21,orangen,trauben,116.01220000000001,116.6422,0.6299999999999955,116.6422,117.0622,0.4200000000000017,NF,atypical,Trauben,orange,Waescheklammer,orange,Avokado,gruen,Socken,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
AS,24,gelben,erbsen,134.6809,135.0109,0.3299999999999841,135.0109,135.4909,0.4800000000000182,NF,medium,Erbsen,gelb,Socken,gelb,Bueroklammer,rot,Bueroklammer,orange,peas,yellow,34.57425742574257,33.063377484659206,27
AS,25,braunen,walnuss,138.1983,138.6583,0.46000000000000796,138.6583,139.0983,0.4399999999999977,NF,typical,Walnuss,braun,Waescheklammer,braun,Socken,gelb,Aubergine,gruen,walnut,brown,97.45544554455444,11.250355329922026,100
AS,27,gelben,kirsche,147.4891,147.8991,0.4099999999999966,147.8991,148.3591,0.46000000000000796,NF,atypical,Kirsche,gelb,Waescheklammer,gelb,Bueroklammer,gruen,Birne,gruen,cherry,yellow,1.386138613861386,3.9848972308698327,0
AS,29,gruenen,moehre,157.1371,157.5271,0.38999999999998636,157.5271,157.8971,0.37000000000000455,NF,atypical,Moehre,gruen,Socken,gruen,Birne,rot,Waescheklammer,gelb,carrots,green,3.99009900990099,13.916533368267366,0
AS,31,braunen,paprika,169.0545,169.4745,0.4200000000000159,169.4745,170.0445,0.5699999999999932,NF,atypical,Paprika,braun,Sonnenbrille,braun,Aubergine,gruen,Socken,orange,pepper,brown,7.772277227722772,16.440730633471745,0
AS,36,roten,aprikose,201.1393,201.5093,0.37000000000000455,201.5093,202.1693,0.6599999999999966,NF,medium,Aprikose,rot,Bueroklammer,rot,Sonnenbrille,orange,Socken,braun,apricot,red,33.148514851485146,32.654061351878994,25
AS,38,roten,erdbeere,210.3441,210.7141,0.37000000000000455,210.7141,211.2741,0.5600000000000023,NF,typical,Erdbeere,rot,Socken,rot,Bueroklammer,orange,Sonnenbrille,orange,strawberry,red,99.35643564356435,2.7150843759111485,100
AS,42,gelben,zitrone,237.6961,238.0461,0.3499999999999943,238.0461,238.5361,0.4900000000000091,NF,typical,Zitrone,gelb,Sonnenbrille,gelb,Socken,orange,Bueroklammer,rot,lemon,yellow,99.6039603960396,2.3794083631053837,100
AS,44,braunen,banane,247.8473,248.2973,0.45000000000001705,248.2973,248.7473,0.44999999999998863,NF,medium,Banane,braun,Bueroklammer,braun,Birne,gruen,Avokado,gruen,banana,brown,27.643564356435643,28.333225781197537,22
AS,46,orangen,kartoffeln,258.4489,259.0389,0.5900000000000318,259.0389,259.5989,0.5600000000000023,NF,medium,Kartoffeln,orange,Bueroklammer,orange,Socken,braun,Birne,rot,potatoes,orange,38.851485148514854,33.05370966733201,31
AS,49,gruenen,bohnen,277.2974,277.7074,0.410000000000025,277.7074,278.0174,0.3100000000000023,NF,typical,Bohnen,gruen,Sonnenbrille,gruen,Avokado,gelb,Waescheklammer,orange,beans,green,96.81188118811882,7.065002294815097,100
AS,50,orangen,mandarine,280.5989,281.1189,0.5199999999999818,281.1189,281.7489,0.6299999999999955,NF,typical,Mandarine,orange,Socken,orange,Waescheklammer,gelb,Aubergine,gelb,mandarine,orange,98.70297029702972,4.731901424280615,100
AS,52,gruenen,tomate,289.9156,290.2856,0.37000000000000455,290.2856,290.8056,0.5200000000000387,NF,medium,Tomate,gruen,Bueroklammer,gruen,Waescheklammer,orange,Avokado,gelb,tomato,green,25.99009900990099,28.510522636214493,18
AS,54,roten,gurke,300.8378,301.2378,0.39999999999997726,301.2378,301.6178,0.37999999999999545,NF,atypical,Gurke,rot,Waescheklammer,rot,Aubergine,gelb,Bueroklammer,gruen,cucumber,red,0.8316831683168316,3.4498385670367044,0
AS,56,orangen,trauben,311.1351,311.7751,0.6399999999999864,311.7751,312.1951,0.4200000000000159,NF,atypical,Trauben,orange,Waescheklammer,orange,Avokado,gruen,Socken,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
AS,59,gelben,erbsen,327.3306,327.6606,0.3299999999999841,327.6606,328.1506,0.4900000000000091,NF,medium,Erbsen,gelb,Socken,gelb,Bueroklammer,rot,Bueroklammer,orange,peas,yellow,34.57425742574257,33.063377484659206,27
AS,60,braunen,walnuss,330.6303,331.0403,0.410000000000025,331.0403,331.4803,0.4399999999999977,NF,typical,Walnuss,braun,Waescheklammer,braun,Socken,gelb,Aubergine,gruen,walnut,brown,97.45544554455444,11.250355329922026,100
AS,62,gelben,kirsche,341.9095,342.2995,0.3900000000000432,342.2995,342.7595,0.45999999999997954,NF,atypical,Kirsche,gelb,Waescheklammer,gelb,Bueroklammer,gruen,Birne,gruen,cherry,yellow,1.386138613861386,3.9848972308698327,0
AS,64,gruenen,moehre,351.7593,352.1593,0.39999999999997726,352.1593,352.5393,0.3800000000000523,NF,atypical,Moehre,gruen,Socken,gruen,Birne,rot,Waescheklammer,gelb,carrots,green,3.99009900990099,13.916533368267366,0
AS,66,braunen,paprika,360.5469,360.9469,0.4000000000000341,360.9469,361.5169,0.5699999999999932,NF,atypical,Paprika,braun,Sonnenbrille,braun,Aubergine,gruen,Socken,orange,pepper,brown,7.772277227722772,16.440730633471745,0
CG,2,braunen,banane,10.2129,10.6429,0.4299999999999997,10.6429,11.2029,0.5600000000000005,NF,medium,Banane,braun,Waescheklammer,braun,Aubergine,gelb,Sonnenbrille,rot,banana,brown,27.643564356435643,28.333225781197537,22
CG,5,braunen,walnuss,30.6984,31.1584,0.46000000000000085,31.1584,31.7284,0.5700000000000003,NF,typical,Walnuss,braun,Sonnenbrille,braun,Birne,orange,Waescheklammer,orange,walnut,brown,97.45544554455444,11.250355329922026,100
CG,8,orangen,mandarine,53.0305,53.6805,0.6499999999999986,53.6805,54.3705,0.6899999999999977,NF,typical,Mandarine,orange,Socken,orange,Waescheklammer,gelb,Avokado,gelb,mandarine,orange,98.70297029702972,4.731901424280615,100
CG,9,gelben,zitrone,57.4115,57.7815,0.37000000000000455,57.7815,58.4115,0.6299999999999955,NF,typical,Zitrone,gelb,Waescheklammer,gelb,Sonnenbrille,rot,Socken,braun,lemon,yellow,99.6039603960396,2.3794083631053837,100
CG,12,roten,gurke,79.1578,79.5878,0.4300000000000068,79.5878,80.0378,0.45000000000000284,NF,atypical,Gurke,rot,Bueroklammer,rot,Avokado,gruen,Waescheklammer,gruen,cucumber,red,0.8316831683168316,3.4498385670367044,0
CG,13,gruenen,tomate,82.8668,83.2468,0.37999999999999545,83.2468,83.7968,0.5500000000000114,NF,medium,Tomate,gruen,Sonnenbrille,gruen,Waescheklammer,rot,Bueroklammer,rot,tomato,green,25.99009900990099,28.510522636214493,18
CG,19,gruenen,bohnen,129.0566,129.5066,0.44999999999998863,129.5066,129.9666,0.46000000000000796,NF,typical,Bohnen,gruen,Socken,gruen,Waescheklammer,orange,Birne,orange,beans,green,96.81188118811882,7.065002294815097,100
CG,21,orangen,trauben,143.8432,144.5532,0.710000000000008,144.5532,145.1332,0.5799999999999841,NF,atypical,Trauben,orange,Bueroklammer,orange,Avokado,gelb,Waescheklammer,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
CG,23,gruenen,moehre,156.5662,156.8962,0.3299999999999841,156.8962,157.3662,0.46999999999999886,NF,atypical,Moehre,gruen,Bueroklammer,gruen,Socken,orange,Socken,gelb,carrots,green,3.99009900990099,13.916533368267366,0
CG,25,roten,aprikose,168.7809,169.2209,0.4399999999999977,169.2209,170.0509,0.8300000000000125,NF,medium,Aprikose,rot,Waescheklammer,rot,Socken,gelb,Avokado,gruen,apricot,red,33.148514851485146,32.654061351878994,25
CG,27,orangen,kartoffeln,182.6112,183.2912,0.6800000000000068,183.2912,183.9912,0.6999999999999886,NF,medium,Kartoffeln,orange,Waescheklammer,orange,Socken,braun,Aubergine,gelb,potatoes,orange,38.851485148514854,33.05370966733201,31
CG,30,gelben,erbsen,203.3612,203.7612,0.4000000000000057,203.7612,204.3012,0.539999999999992,NF,medium,Erbsen,gelb,Sonnenbrille,gelb,Bueroklammer,orange,Aubergine,gruen,peas,yellow,34.57425742574257,33.063377484659206,27
CG,32,braunen,paprika,214.2644,214.7844,0.5200000000000102,214.7844,215.4044,0.6200000000000045,NF,atypical,Paprika,braun,Bueroklammer,braun,Aubergine,gruen,Socken,orange,pepper,brown,7.772277227722772,16.440730633471745,0
CG,33,gelben,kirsche,218.8173,219.2273,0.410000000000025,219.2273,219.7073,0.47999999999998977,NF,atypical,Kirsche,gelb,Socken,gelb,Bueroklammer,rot,Bueroklammer,orange,cherry,yellow,1.386138613861386,3.9848972308698327,0
CG,37,braunen,banane,244.187,244.677,0.4899999999999807,244.677,245.237,0.5600000000000023,NF,medium,Banane,braun,Waescheklammer,braun,Aubergine,gelb,Sonnenbrille,rot,banana,brown,27.643564356435643,28.333225781197537,22
CG,40,braunen,walnuss,262.6396,263.1696,0.5300000000000296,263.1696,263.7196,0.5500000000000114,NF,typical,Walnuss,braun,Sonnenbrille,braun,Birne,orange,Waescheklammer,orange,walnut,brown,97.45544554455444,11.250355329922026,100
CG,43,orangen,mandarine,281.9328,282.6228,0.6899999999999977,282.6228,283.3228,0.6999999999999886,NF,typical,Mandarine,orange,Socken,orange,Waescheklammer,gelb,Avokado,gelb,mandarine,orange,98.70297029702972,4.731901424280615,100
CG,44,gelben,zitrone,286.4223,286.8423,0.4200000000000159,286.8423,287.4923,0.6499999999999773,NF,typical,Zitrone,gelb,Waescheklammer,gelb,Sonnenbrille,rot,Socken,braun,lemon,yellow,99.6039603960396,2.3794083631053837,100
CG,47,roten,gurke,304.8877,305.3377,0.44999999999998863,305.3377,305.7277,0.3900000000000432,NF,atypical,Gurke,rot,Bueroklammer,rot,Avokado,gruen,Waescheklammer,gruen,cucumber,red,0.8316831683168316,3.4498385670367044,0
CG,48,gruenen,tomate,308.796,309.226,0.4300000000000068,309.226,309.796,0.5699999999999932,NF,medium,Tomate,gruen,Sonnenbrille,gruen,Waescheklammer,rot,Bueroklammer,rot,tomato,green,25.99009900990099,28.510522636214493,18
CG,52,roten,erdbeere,334.8534,335.3034,0.44999999999998863,335.3034,335.9834,0.6800000000000068,NF,typical,Erdbeere,rot,Socken,rot,Waescheklammer,gruen,Sonnenbrille,braun,strawberry,red,99.35643564356435,2.7150843759111485,100
CG,54,gruenen,bohnen,345.4807,345.9207,0.4399999999999977,345.9207,346.3607,0.4399999999999977,NF,typical,Bohnen,gruen,Socken,gruen,Waescheklammer,orange,Birne,orange,beans,green,96.81188118811882,7.065002294815097,100
CG,56,orangen,trauben,356.1492,356.7892,0.6399999999999864,356.7892,357.3292,0.5400000000000205,NF,atypical,Trauben,orange,Bueroklammer,orange,Avokado,gelb,Waescheklammer,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
CG,58,gruenen,moehre,367.0174,367.3874,0.37000000000000455,367.3874,367.8574,0.46999999999997044,NF,atypical,Moehre,gruen,Bueroklammer,gruen,Socken,orange,Socken,gelb,carrots,green,3.99009900990099,13.916533368267366,0
CG,60,roten,aprikose,376.507,376.917,0.40999999999996817,376.917,377.727,0.8100000000000023,NF,medium,Aprikose,rot,Waescheklammer,rot,Socken,gelb,Avokado,gruen,apricot,red,33.148514851485146,32.654061351878994,25
CG,62,orangen,kartoffeln,386.9484,387.6184,0.6700000000000159,387.6184,388.2984,0.6800000000000068,NF,medium,Kartoffeln,orange,Waescheklammer,orange,Socken,braun,Aubergine,gelb,potatoes,orange,38.851485148514854,33.05370966733201,31
CG,65,gelben,erbsen,404.5229,404.9029,0.37999999999999545,404.9029,405.4429,0.5400000000000205,NF,medium,Erbsen,gelb,Sonnenbrille,gelb,Bueroklammer,orange,Aubergine,gruen,peas,yellow,34.57425742574257,33.063377484659206,27
CG,67,braunen,paprika,415.7828,416.1828,0.39999999999997726,416.1828,416.8328,0.6500000000000341,NF,atypical,Paprika,braun,Bueroklammer,braun,Aubergine,gruen,Socken,orange,pepper,brown,7.772277227722772,16.440730633471745,0
CH,2,roten,gurke,8.5055,8.8755,0.370000000000001,8.8755,9.3055,0.4299999999999997,NF,atypical,Gurke,rot,Waescheklammer,rot,Socken,gelb,Sonnenbrille,braun,cucumber,red,0.8316831683168316,3.4498385670367044,0
CH,4,gruenen,bohnen,16.3553,16.7453,0.39000000000000057,16.7453,17.0953,0.3500000000000014,NF,typical,Bohnen,gruen,Socken,gruen,Sonnenbrille,orange,Sonnenbrille,rot,beans,green,96.81188118811882,7.065002294815097,100
CH,6,orangen,trauben,24.8903,25.3703,0.4800000000000004,25.3703,25.7603,0.39000000000000057,NF,atypical,Trauben,orange,Socken,orange,Birne,rot,Zucchini,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
CH,8,roten,aprikose,33.3343,33.7343,0.3999999999999986,33.7343,34.3643,0.6300000000000026,NF,medium,Aprikose,rot,Socken,rot,Sonnenbrille,braun,Waescheklammer,orange,apricot,red,33.148514851485146,32.654061351878994,25
CH,9,braunen,walnuss,36.3835,36.7735,0.39000000000000057,36.7735,37.2635,0.490000000000002,NF,typical,Walnuss,braun,Waescheklammer,braun,Sonnenbrille,rot,Sonnenbrille,orange,walnut,brown,97.45544554455444,11.250355329922026,100
CH,11,gelben,kirsche,43.9965,44.3265,0.3300000000000054,44.3265,44.7265,0.3999999999999986,NF,atypical,Kirsche,gelb,Socken,gelb,Waescheklammer,gruen,Birne,rot,cherry,yellow,1.386138613861386,3.9848972308698327,0
CH,14,gruenen,tomate,56.3843,56.7243,0.3399999999999963,56.7243,57.2543,0.5300000000000011,NF,medium,Tomate,gruen,Sonnenbrille,gruen,Waescheklammer,orange,Socken,gelb,tomato,green,25.99009900990099,28.510522636214493,18
CH,18,gruenen,moehre,73.5382,73.9182,0.37999999999999545,73.9182,74.2882,0.37000000000000455,NF,atypical,Moehre,gruen,Bueroklammer,gruen,Waescheklammer,rot,Zucchini,braun,carrots,green,3.99009900990099,13.916533368267366,0
CH,21,braunen,paprika,86.4376,86.8076,0.36999999999999034,86.8076,87.2876,0.480000000000004,NF,atypical,Paprika,braun,Bueroklammer,braun,Zucchini,gelb,Waescheklammer,gruen,pepper,brown,7.772277227722772,16.440730633471745,0
CH,22,orangen,mandarine,89.1915,89.5815,0.39000000000000057,89.5815,90.1515,0.5699999999999932,NF,typical,Mandarine,orange,Waescheklammer,orange,Avokado,gruen,Socken,braun,mandarine,orange,98.70297029702972,4.731901424280615,100
CH,27,gelben,erbsen,110.777,111.057,0.28000000000000114,111.057,111.487,0.4299999999999926,NF,medium,Erbsen,gelb,Sonnenbrille,gelb,Waescheklammer,braun,Avokado,gruen,peas,yellow,34.57425742574257,33.063377484659206,27
CH,31,gelben,zitrone,125.5128,125.8128,0.29999999999999716,125.8128,126.3628,0.5499999999999972,NF,typical,Zitrone,gelb,Waescheklammer,gelb,Avokado,rot,Zucchini,rot,lemon,yellow,99.6039603960396,2.3794083631053837,100
CH,33,roten,erdbeere,134.3421,134.6721,0.3300000000000125,134.6721,135.1621,0.4900000000000091,NF,typical,Erdbeere,rot,Bueroklammer,rot,Zucchini,braun,Birne,gruen,strawberry,red,99.35643564356435,2.7150843759111485,100
CH,35,braunen,banane,142.0409,142.3609,0.3199999999999932,142.3609,142.8209,0.46000000000000796,NF,medium,Banane,braun,Sonnenbrille,braun,Zucchini,rot,Avokado,rot,banana,brown,27.643564356435643,28.333225781197537,22
CH,37,roten,gurke,150.358,150.678,0.3199999999999932,150.678,151.028,0.3499999999999943,NF,atypical,Gurke,rot,Waescheklammer,rot,Socken,gelb,Sonnenbrille,braun,cucumber,red,0.8316831683168316,3.4498385670367044,0
CH,39,gruenen,bohnen,157.4705,157.8405,0.37000000000000455,157.8405,158.1505,0.3100000000000023,NF,typical,Bohnen,gruen,Socken,gruen,Sonnenbrille,orange,Sonnenbrille,rot,beans,green,96.81188118811882,7.065002294815097,100
CH,41,orangen,trauben,165.6886,166.1986,0.5099999999999909,166.1986,166.5686,0.37000000000000455,NF,atypical,Trauben,orange,Socken,orange,Birne,rot,Zucchini,gelb,grapes,orange,5.871287128712871,14.374048397258605,0
CH,43,roten,aprikose,174.0899,174.4799,0.38999999999998636,174.4799,175.1799,0.700000000000017,NF,medium,Aprikose,rot,Socken,rot,Sonnenbrille,braun,Waescheklammer,orange,apricot,red,33.148514851485146,32.654061351878994,25
CH,44,braunen,walnuss,177.1262,177.4862,0.3599999999999852,177.4862,177.9262,0.4399999999999977,NF,typical,Walnuss,braun,Waescheklammer,braun,Sonnenbrille,rot,Sonnenbrille,orange,walnut,brown,97.45544554455444,11.250355329922026,100
CH,46,gelben,kirsche,184.9698,185.2998,0.3300000000000125,185.2998,185.6498,0.3499999999999943,NF,atypical,Kirsche,gelb,Socken,gelb,Waescheklammer,gruen,Birne,rot,cherry,yellow,1.386138613861386,3.9848972308698327,0
CH,49,gruenen,tomate,197.8858,198.1858,0.30000000000001137,198.1858,198.6658,0.47999999999998977,NF,medium,Tomate,gruen,Sonnenbrille,gruen,Waescheklammer,orange,Socken,gelb,tomato,green,25.99009900990099,28.510522636214493,18
CH,53,gruenen,moehre,214.659,214.969,0.3100000000000023,214.969,215.299,0.3300000000000125,NF,atypical,Moehre,gruen,Bueroklammer,gruen,Waescheklammer,rot,Zucchini,braun,carrots,green,3.99009900990099,13.916533368267366,0
CH,56,braunen,paprika,226.7993,227.1293,0.3300000000000125,227.1293,227.6493,0.5200000000000102,NF,atypical,Paprika,braun,Bueroklammer,braun,Zucchini,gelb,Waescheklammer,gruen,pepper,brown,7.772277227722772,16.440730633471745,0
CH,57,orangen,mandarine,229.5473,229.9773,0.4300000000000068,229.9773,230.5273,0.549999999999983,NF,typical,Mandarine,orange,Waescheklammer,orange,Avokado,gruen,Socken,braun,mandarine,orange,98.70297029702972,4.731901424280615,100
CH,62,gelben,erbsen,247.8878,248.1678,0.28000000000000114,248.1678,248.5478,0.37999999999999545,NF,medium,Erbsen,gelb,Sonnenbrille,gelb,Waescheklammer,braun,Avokado,gruen,peas,yellow,34.57425742574257,33.063377484659206,27
CH,64,orangen,kartoffeln,254.4803,254.9603,0.47999999999998977,254.9603,255.4703,0.5100000000000193,NF,medium,Kartoffeln,orange,Bueroklammer,orange,Socken,braun,Waescheklammer,braun,potatoes,orange,38.851485148514854,33.05370966733201,31
CH,66,gelben,zitrone,260.8728,261.1728,0.30000000000001137,261.1728,261.6528,0.4800000000000182,NF,typical,Zitrone,gelb,Waescheklammer,gelb,Avokado,rot,Zucchini,rot,lemon,yellow,99.6039603960396,2.3794083631053837,100
CH,68,roten,erdbeere,267.4459,267.7259,0.28000000000002956,267.7259,268.1959,0.46999999999997044,NF,typical,Erdbeere,rot,Bueroklammer,rot,Zucchini,braun,Birne,gruen,strawberry,red,99.35643564356435,2.7150843759111485,100
CH,70,braunen,banane,274.0087,274.3587,0.35000000000002274,274.3587,274.7587,0.39999999999997726,NF,medium,Banane,braun,Sonnenbrille,braun,Zucchini,rot,Avokado,rot,banana,brown,27.643564356435643,28.333225781197537,22
CO,2,braunen,walnuss,8.5091,8.8991,0.39000000000000057,8.8991,9.4291,0.5299999999999994,NF,typical,Walnuss,braun,Sonnenbrille,braun,Waescheklammer,rot,Avokado,gruen,walnut,brown,97.45544554455444,11.250355329922026,100
